ORDERNUMBER;SALES;STATUS;MONTH_ID;YEAR_ID;PRODUCTLINE;CUSTOMERNAME;CITY;COUNTRY;CONTACTLASTNAME;CONTACTFIRSTNAME;DEALSIZE
10411;2904.72;Shipped;5;2005;Trucks and Buses;Quebec Home Shopping Network;Montreal;Canada;Fresnisre;Jean;Small
10425;3553.88;In Process;5;2005;Trucks and Buses;La Rochelle Gifts;Nantes;France;Labrune;Janine;Medium
10107;1858;Shipped;2;2003;Motorcycles;Land of Toys Inc.;NYC;USA;Yu;Kwai;Small
10120;2461.36;Shipped;4;2003;Motorcycles;Australian Collectors, Co.;Melbourne;Australia;Ferguson;Peter;Small
10133;2642.01;Shipped;6;2003;Motorcycles;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10145;3098.7;Shipped;8;2003;Motorcycles;Toys4GrownUps.com;Pasadena;USA;Young;Julie;Medium
10168;3244.36;Shipped;10;2003;Motorcycles;Technics Stores Inc.;Burlingame;USA;Hirano;Juri;Medium
10188;4351.16;Shipped;11;2003;Motorcycles;Herkku Gifts;Bergen;Norway;Oeztan;Veysel;Medium
10210;3675.86;Shipped;1;2004;Motorcycles;Osaka Souveniers Co.;Osaka;Japan;Kentary;Mory;Medium
10223;2475.27;Shipped;2;2004;Motorcycles;Australian Collectors, Co.;Melbourne;Australia;Ferguson;Peter;Small
10235;4177.49;Shipped;4;2004;Motorcycles;Royal Canadian Collectables, Ltd.;Tsawassen;Canada;Lincoln;Elizabeth;Medium
10250;3282.28;Shipped;5;2004;Motorcycles;The Sharp Gifts Warehouse;San Jose;USA;Frick;Sue;Medium
10263;2477.21;Shipped;6;2004;Motorcycles;Gift Depot Inc.;Bridgewater;USA;King;Julie;Small
10275;1883.93;Shipped;7;2004;Motorcycles;La Rochelle Gifts;Nantes;France;Labrune;Janine;Small
10285;3658.93;Shipped;8;2004;Motorcycles;Marta's Replicas Co.;Cambridge;USA;Hernandez;Marta;Medium
10297;2856.88;Shipped;9;2004;Motorcycles;Clover Collections, Co.;Dublin;Ireland;Cassidy;Dean;Small
10308;1917.84;Shipped;10;2004;Motorcycles;Mini Classics;White Plains;USA;Frick;Steve;Small
10318;5305.36;Shipped;11;2004;Motorcycles;Diecast Classics Inc.;Allentown;USA;Yu;Kyung;Medium
10329;2875.95;Shipped;11;2004;Motorcycles;Land of Toys Inc.;NYC;USA;Yu;Kwai;Small
10340;6482.85;Shipped;11;2004;Motorcycles;Enaco Distributors;Barcelona;Spain;Saavedra;Eduardo;Medium
10353;3733.82;Shipped;12;2004;Motorcycles;Gift Ideas Corp.;Glendale;USA;Lewis;Dan;Medium
10363;6576.5;Shipped;1;2005;Motorcycles;Suominen Souveniers;Espoo;Finland;Suominen;Kalle;Medium
10375;6353.27;Shipped;2;2005;Motorcycles;La Rochelle Gifts;Nantes;France;Labrune;Janine;Medium
10387;4175.6;Shipped;3;2005;Motorcycles;Dragon Souveniers, Ltd.;Singapore;Singapore;Natividad;Eric;Medium
10401;4992.61;On Hold;4;2005;Motorcycles;Tekni Collectables Inc.;Newark;USA;Brown;William;Medium
10416;4764.6;Shipped;5;2005;Motorcycles;L'ordine Souveniers;Reggio Emilia;Italy;Moroni;Maurizio;Medium
10108;1173.15;Shipped;3;2003;Motorcycles;Cruz & Sons Co.;Makati City;Philippines;Cruz;Arnold;Small
10122;1384.46;Shipped;5;2003;Motorcycles;Marseille Mini Autos;Marseille;France;Lebihan;Laurence;Small
10135;1327.59;Shipped;7;2003;Motorcycles;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10145;1109.8;Shipped;8;2003;Motorcycles;Toys4GrownUps.com;Pasadena;USA;Young;Julie;Small
10159;1239;Shipped;10;2003;Motorcycles;Corporate Gift Ideas Co.;San Francisco;USA;Brown;Julie;Small
10169;1035.58;Shipped;11;2003;Motorcycles;Anna's Decorations, Ltd;North Sydney;Australia;O'Hara;Anna;Small
10180;1545.64;Shipped;11;2003;Motorcycles;Daedalus Designs Imports;Lille;France;Rance;Martine;Small
10190;1517.54;Shipped;11;2003;Motorcycles;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10211;1731.84;Shipped;1;2004;Motorcycles;Auto Canal Petit;Paris;France;Perrier;Dominique;Small
10224;1695.49;Shipped;2;2004;Motorcycles;Daedalus Designs Imports;Lille;France;Rance;Martine;Small
10237;1045.98;Shipped;4;2004;Motorcycles;Vitachrome Inc.;NYC;USA;Frick;Michael;Small
10252;1738.08;Shipped;5;2004;Motorcycles;Auto Canal Petit;Paris;France;Perrier;Dominique;Small
10264;651.8;Shipped;6;2004;Motorcycles;Gifts4AllAges.com;Boston;USA;Yoshido;Juri;Small
10276;988.47;Shipped;8;2004;Motorcycles;Online Mini Collectables;Brickhaven;USA;Barajas;Miguel;Small
10285;1518.11;Shipped;8;2004;Motorcycles;Marta's Replicas Co.;Cambridge;USA;Hernandez;Marta;Small
10299;1013.76;Shipped;9;2004;Motorcycles;Toys of Finland, Co.;Helsinki;Finland;Karttunen;Matti;Small
10310;1549.8;Shipped;10;2004;Motorcycles;Toms Spezialitten, Ltd;Koln;Germany;Pfalzheim;Henriette;Small
10319;1108.38;Shipped;11;2004;Motorcycles;Microscale Inc.;NYC;USA;Kuo;Kee;Small
10331;4102.56;Shipped;11;2004;Motorcycles;Motor Mint Distributors Inc.;Philadelphia;USA;Hernandez;Rosa;Medium
10343;3713.16;Shipped;11;2004;Motorcycles;Reims Collectables;Reims;France;Henriot;Paul;Medium
10355;1513.54;Shipped;12;2004;Motorcycles;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10364;2317.44;Shipped;1;2005;Motorcycles;Marseille Mini Autos;Marseille;France;Lebihan;Laurence;Small
10378;3298.4;Shipped;2;2005;Motorcycles;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10390;1826.96;Shipped;3;2005;Motorcycles;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10403;1206.9;Shipped;4;2005;Motorcycles;UK Collectables, Ltd.;Liverpool;UK;Devon;Elizabeth;Small
10104;1666.7;Shipped;1;2003;Trucks and Buses;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10114;1560.44;Shipped;4;2003;Trucks and Buses;La Corne D'abondance, Co.;Paris;France;Bertrand;Marie;Small
10127;2337.75;Shipped;6;2003;Trucks and Buses;Muscle Machine Inc;NYC;USA;Young;Jeff;Small
10141;1103.76;Shipped;8;2003;Trucks and Buses;Suominen Souveniers;Espoo;Finland;Suominen;Kalle;Small
10151;2617.85;Shipped;9;2003;Trucks and Buses;Oulu Toy Supplies, Inc.;Oulu;Finland;Koskitalo;Pirkko;Small
10165;2207.52;Shipped;10;2003;Trucks and Buses;Dragon Souveniers, Ltd.;Singapore;Singapore;Natividad;Eric;Small
10175;3165.5;Shipped;11;2003;Trucks and Buses;Stylish Desk Decors, Co.;London;UK;Brown;Ann;Medium
10184;2071.41;Shipped;11;2003;Trucks and Buses;Iberia Gift Imports, Corp.;Sevilla;Spain;Roel;Jose Pedro;Small
10195;1385.28;Shipped;11;2003;Trucks and Buses;Mini Classics;White Plains;USA;Frick;Steve;Small
10207;1621.62;Shipped;12;2003;Trucks and Buses;Diecast Collectables;Boston;USA;Franco;Valarie;Small
10219;1931.65;Shipped;2;2004;Trucks and Buses;Signal Collectibles Ltd.;Brisbane;USA;Taylor;Sue;Small
10229;1244.53;Shipped;3;2004;Trucks and Buses;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10246;1704.5;Shipped;5;2004;Trucks and Buses;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10259;1753.2;Shipped;6;2004;Trucks and Buses;Handji Gifts& Co;Singapore;Singapore;Victorino;Wendy;Small
10271;1666.7;Shipped;7;2004;Trucks and Buses;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10281;1710.89;Shipped;8;2004;Trucks and Buses;Diecast Classics Inc.;Allentown;USA;Yu;Kyung;Small
10292;2326.5;Shipped;9;2004;Trucks and Buses;Land of Toys Inc.;NYC;USA;Yu;Kwai;Small
10305;2316;Shipped;10;2004;Trucks and Buses;Marta's Replicas Co.;Cambridge;USA;Hernandez;Marta;Small
10313;1727.1;Shipped;10;2004;Trucks and Buses;Canadian Gift Exchange Network;Vancouver;Canada;Tannamuri;Yoshi;Small
10325;8844.12;Shipped;11;2004;Trucks and Buses;Baane Mini Imports;Stavern;Norway;Bergulfsen;Jonas;Large
10335;2424;Shipped;11;2004;Trucks and Buses;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10349;1535.49;Shipped;12;2004;Trucks and Buses;Muscle Machine Inc;NYC;USA;Young;Jeff;Small
10359;6358.68;Shipped;12;2004;Trucks and Buses;Reims Collectables;Reims;France;Henriot;Paul;Medium
10371;1329.4;Shipped;1;2005;Trucks and Buses;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10383;1701.76;Shipped;2;2005;Trucks and Buses;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10394;2259.72;Shipped;3;2005;Trucks and Buses;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10412;925.3;Shipped;5;2005;Trucks and Buses;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10425;482.13;In Process;5;2005;Trucks and Buses;La Rochelle Gifts;Nantes;France;Labrune;Janine;Small
10104;3227.63;Shipped;1;2003;Trains;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10116;1711.26;Shipped;4;2003;Trains;Royale Belge;Charleroi;Belgium;Cartrain;Pascale;Small
10127;2054.36;Shipped;6;2003;Trains;Muscle Machine Inc;NYC;USA;Young;Jeff;Small
10142;3131.94;Shipped;8;2003;Trains;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Medium
10152;1681.35;Shipped;9;2003;Trains;Australian Gift Network, Co;South Brisbane;Australia;Calaghan;Tony;Small
10165;2351.36;Shipped;10;2003;Trains;Dragon Souveniers, Ltd.;Singapore;Singapore;Natividad;Eric;Small
10176;1408;Shipped;11;2003;Trains;L'ordine Souveniers;Reggio Emilia;Italy;Moroni;Maurizio;Small
10184;2445.6;Shipped;11;2003;Trains;Iberia Gift Imports, Corp.;Sevilla;Spain;Roel;Jose Pedro;Small
10195;1804.44;Shipped;11;2003;Trains;Mini Classics;White Plains;USA;Frick;Steve;Small
10207;2544.75;Shipped;12;2003;Trains;Diecast Collectables;Boston;USA;Franco;Valarie;Small
10220;1056.4;Shipped;2;2004;Trains;Clover Collections, Co.;Dublin;Ireland;Cassidy;Dean;Small
10230;2801.4;Shipped;3;2004;Trains;Blauer See Auto, Co.;Frankfurt;Germany;Keitel;Roland;Small
10247;1988.4;Shipped;5;2004;Trains;Suominen Souveniers;Espoo;Finland;Suominen;Kalle;Small
10272;2908.35;Shipped;7;2004;Trains;Diecast Classics Inc.;Allentown;USA;Yu;Kyung;Small
10282;2147.4;Shipped;8;2004;Trains;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10292;2099.63;Shipped;9;2004;Trains;Land of Toys Inc.;NYC;USA;Yu;Kwai;Small
10306;2315.18;Shipped;10;2004;Trains;AV Stores, Co.;Manchester;UK;Ashworth;Victoria;Small
10314;2327.15;Shipped;10;2004;Trains;Heintze Collectables;Aaarhus;Denmark;Ibsen;Palle;Small
10325;5377.4;Shipped;11;2004;Trains;Baane Mini Imports;Stavern;Norway;Bergulfsen;Jonas;Medium
10336;2626.01;Shipped;11;2004;Trains;La Corne D'abondance, Co.;Paris;France;Bertrand;Marie;Small
10350;4406.4;Shipped;12;2004;Trains;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10359;4301.22;Shipped;12;2004;Trains;Reims Collectables;Reims;France;Henriot;Paul;Medium
10371;2986.5;Shipped;1;2005;Trains;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10383;1587.08;Shipped;2;2005;Trains;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10394;1808.4;Shipped;3;2005;Trains;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10413;1193.04;Shipped;5;2005;Trains;Gift Depot Inc.;Bridgewater;USA;King;Julie;Small
10103;3403.35;Shipped;1;2003;Trucks and Buses;Baane Mini Imports;Stavern;Norway;Bergulfsen;Jonas;Medium
10113;1575.96;Shipped;3;2003;Trucks and Buses;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10126;1630.2;Shipped;5;2003;Trucks and Buses;Corrida Auto Replicas, Ltd;Madrid;Spain;Sommer;Mart¡n;Small
10140;1701.28;Shipped;7;2003;Trucks and Buses;Technics Stores Inc.;Burlingame;USA;Hirano;Juri;Small
10150;2850.82;Shipped;9;2003;Trucks and Buses;Dragon Souveniers, Ltd.;Singapore;Singapore;Natividad;Eric;Small
10164;2692.06;Resolved;10;2003;Trucks and Buses;Mini Auto Werke;Graz;Austria;Mendel;Roland;Small
10175;2174.42;Shipped;11;2003;Trucks and Buses;Stylish Desk Decors, Co.;London;UK;Brown;Ann;Small
10183;3167.36;Shipped;11;2003;Trucks and Buses;Classic Gift Ideas, Inc;Philadelphia;USA;Cervantes;Francisca;Medium
10194;2142.66;Shipped;11;2003;Trucks and Buses;Saveley & Henriot, Co.;Lyon;France;Saveley;Mary;Small
10206;2117.52;Shipped;12;2003;Trucks and Buses;Canadian Gift Exchange Network;Vancouver;Canada;Tannamuri;Yoshi;Small
10217;2419.95;Shipped;2;2004;Trucks and Buses;Handji Gifts& Co;Singapore;Singapore;Victorino;Wendy;Small
10229;2191.2;Shipped;3;2004;Trucks and Buses;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10245;3043.04;Shipped;5;2004;Trucks and Buses;Super Scale Inc.;New Haven;USA;Murphy;Leslie;Medium
10258;1228.2;Shipped;6;2004;Trucks and Buses;Tokyo Collectables, Ltd;Minato-ku;Japan;Shimamura;Akiko;Small
10270;1330.35;Shipped;7;2004;Trucks and Buses;Souveniers And Things Co.;Chatswood;Australia;Huxley;Adrian;Small
10281;2792.52;Shipped;8;2004;Trucks and Buses;Diecast Classics Inc.;Allentown;USA;Yu;Kyung;Small
10291;2296;Shipped;9;2004;Trucks and Buses;Scandinavian Gift Ideas;Boras;Sweden;Larsson;Maria;Small
10304;2629.44;Shipped;10;2004;Trucks and Buses;Auto Assoc. & Cie.;Versailles;France;Tonini;Daniel;Small
10313;1912.16;Shipped;10;2004;Trucks and Buses;Canadian Gift Exchange Network;Vancouver;Canada;Tannamuri;Yoshi;Small
10324;8209.44;Shipped;11;2004;Trucks and Buses;Vitachrome Inc.;NYC;USA;Frick;Michael;Large
10333;2431.77;Shipped;11;2004;Trucks and Buses;Mini Wheels Co.;San Francisco;USA;Murphy;Julie;Small
10348;3139.99;Shipped;11;2004;Trucks and Buses;Corrida Auto Replicas, Ltd;Madrid;Spain;Sommer;Mart¡n;Medium
10358;5669.64;Shipped;12;2004;Trucks and Buses;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10370;3160.25;Shipped;1;2005;Trucks and Buses;Anna's Decorations, Ltd;North Sydney;Australia;O'Hara;Anna;Medium
10382;6799.68;Shipped;2;2005;Trucks and Buses;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Medium
10411;1867.32;Shipped;5;2005;Trucks and Buses;Quebec Home Shopping Network;Montreal;Canada;Fresnisre;Jean;Small
10424;2702.04;In Process;5;2005;Trucks and Buses;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10106;2406.36;Shipped;2;2003;Vintage Cars;Rovelli Gifts;Bergamo;Italy;Rovelli;Giovanni;Small
10120;2094.67;Shipped;4;2003;Vintage Cars;Australian Collectors, Co.;Melbourne;Australia;Ferguson;Peter;Small
10133;2797.9;Shipped;6;2003;Vintage Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10144;1637.2;Shipped;8;2003;Vintage Cars;Royale Belge;Charleroi;Belgium;Cartrain;Pascale;Small
10168;2281.91;Shipped;10;2003;Vintage Cars;Technics Stores Inc.;Burlingame;USA;Hirano;Juri;Small
10210;2307.24;Shipped;1;2004;Vintage Cars;Osaka Souveniers Co.;Osaka;Japan;Kentary;Mory;Small
10223;1320.8;Shipped;2;2004;Vintage Cars;Australian Collectors, Co.;Melbourne;Australia;Ferguson;Peter;Small
10235;2642.82;Shipped;4;2004;Vintage Cars;Royal Canadian Collectables, Ltd.;Tsawassen;Canada;Lincoln;Elizabeth;Small
10250;3061;Shipped;5;2004;Vintage Cars;The Sharp Gifts Warehouse;San Jose;USA;Frick;Sue;Medium
10262;3164.4;Cancelled;6;2004;Vintage Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10275;1791.16;Shipped;7;2004;Vintage Cars;La Rochelle Gifts;Nantes;France;Labrune;Janine;Small
10284;4093;Shipped;8;2004;Vintage Cars;Norway Gifts By Mail, Co.;Oslo;Norway;Klaeboe;Jan;Medium
10297;2234.4;Shipped;9;2004;Vintage Cars;Clover Collections, Co.;Dublin;Ireland;Cassidy;Dean;Small
10308;3037.84;Shipped;10;2004;Vintage Cars;Mini Classics;White Plains;USA;Frick;Steve;Medium
10316;1419.84;Shipped;11;2004;Vintage Cars;giftsbymail.co.uk;Cowes;UK;Bennett;Helen;Small
10328;1948.08;Shipped;11;2004;Vintage Cars;Rovelli Gifts;Bergamo;Italy;Rovelli;Giovanni;Small
10340;2307.24;Shipped;11;2004;Vintage Cars;Enaco Distributors;Barcelona;Spain;Saavedra;Eduardo;Small
10353;1780.4;Shipped;12;2004;Vintage Cars;Gift Ideas Corp.;Glendale;USA;Lewis;Dan;Small
10361;3544.17;Shipped;12;2004;Vintage Cars;Souveniers And Things Co.;Chatswood;Australia;Huxley;Adrian;Medium
10375;3619.44;Shipped;2;2005;Vintage Cars;La Rochelle Gifts;Nantes;France;Labrune;Janine;Medium
10388;3918.95;Shipped;3;2005;Vintage Cars;FunGiftIdeas.com;New Bedford;USA;Benitez;Violeta;Medium
10398;1483.02;Shipped;3;2005;Vintage Cars;Reims Collectables;Reims;France;Henriot;Paul;Small
10401;4819.26;On Hold;4;2005;Vintage Cars;Tekni Collectables Inc.;Newark;USA;Brown;William;Medium
10416;1591.72;Shipped;5;2005;Vintage Cars;L'ordine Souveniers;Reggio Emilia;Italy;Moroni;Maurizio;Small
10108;3669.78;Shipped;3;2003;Motorcycles;Cruz & Sons Co.;Makati City;Philippines;Cruz;Arnold;Medium
10121;2168.5;Shipped;5;2003;Motorcycles;Reims Collectables;Reims;France;Henriot;Paul;Small
10135;2694;Shipped;7;2003;Motorcycles;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10145;3251.34;Shipped;8;2003;Motorcycles;Toys4GrownUps.com;Pasadena;USA;Young;Julie;Medium
10159;2347.15;Shipped;10;2003;Motorcycles;Corporate Gift Ideas Co.;San Francisco;USA;Brown;Julie;Small
10169;3920.88;Shipped;11;2003;Motorcycles;Anna's Decorations, Ltd;North Sydney;Australia;O'Hara;Anna;Medium
10180;2514.6;Shipped;11;2003;Motorcycles;Daedalus Designs Imports;Lille;France;Rance;Martine;Small
10190;3600.24;Shipped;11;2003;Motorcycles;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10211;4040.03;Shipped;1;2004;Motorcycles;Auto Canal Petit;Paris;France;Perrier;Dominique;Medium
10224;3336.9;Shipped;2;2004;Motorcycles;Daedalus Designs Imports;Lille;France;Rance;Martine;Medium
10237;3113.64;Shipped;4;2004;Motorcycles;Vitachrome Inc.;NYC;USA;Frick;Michael;Medium
10252;2832;Shipped;5;2004;Motorcycles;Auto Canal Petit;Paris;France;Perrier;Dominique;Small
10264;3330.98;Shipped;6;2004;Motorcycles;Gifts4AllAges.com;Boston;USA;Yoshido;Juri;Medium
10276;4304.64;Shipped;8;2004;Motorcycles;Online Mini Collectables;Brickhaven;USA;Barajas;Miguel;Medium
10285;2600.26;Shipped;8;2004;Motorcycles;Marta's Replicas Co.;Cambridge;USA;Hernandez;Marta;Small
10299;4382.16;Shipped;9;2004;Motorcycles;Toys of Finland, Co.;Helsinki;Finland;Karttunen;Matti;Medium
10309;4235;Shipped;10;2004;Motorcycles;Baane Mini Imports;Stavern;Norway;Bergulfsen;Jonas;Medium
10319;2626.8;Shipped;11;2004;Motorcycles;Microscale Inc.;NYC;USA;Kuo;Kee;Small
10331;5026.56;Shipped;11;2004;Motorcycles;Motor Mint Distributors Inc.;Philadelphia;USA;Hernandez;Rosa;Medium
10341;2201.62;Shipped;11;2004;Motorcycles;Salzburg Collectables;Salzburg;Austria;Pipps;Georg;Small
10355;4326.8;Shipped;12;2004;Motorcycles;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10365;3425.18;Shipped;1;2005;Motorcycles;Mini Creations Ltd.;New Bedford;USA;Tam;Wing C;Medium
10375;4701.88;Shipped;2;2005;Motorcycles;La Rochelle Gifts;Nantes;France;Labrune;Janine;Medium
10390;2204.1;Shipped;3;2005;Motorcycles;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10403;5189.4;Shipped;4;2005;Motorcycles;UK Collectables, Ltd.;Liverpool;UK;Devon;Elizabeth;Medium
10106;1565.85;Shipped;2;2003;Vintage Cars;Rovelli Gifts;Bergamo;Italy;Rovelli;Giovanni;Small
10120;2480.38;Shipped;4;2003;Vintage Cars;Australian Collectors, Co.;Melbourne;Australia;Ferguson;Peter;Small
10133;1355.13;Shipped;6;2003;Vintage Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10143;1246.44;Shipped;8;2003;Vintage Cars;Mini Creations Ltd.;New Bedford;USA;Tam;Wing C;Small
10156;820.4;Shipped;10;2003;Vintage Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10168;2492.64;Shipped;10;2003;Vintage Cars;Technics Stores Inc.;Burlingame;USA;Hirano;Juri;Small
10199;1113.6;Shipped;12;2003;Vintage Cars;West Coast Collectables Co.;Burbank;USA;Thompson;Steve;Small
10210;1763.86;Shipped;1;2004;Vintage Cars;Osaka Souveniers Co.;Osaka;Japan;Kentary;Mory;Small
10223;1896.66;Shipped;2;2004;Vintage Cars;Australian Collectors, Co.;Melbourne;Australia;Ferguson;Peter;Small
10235;1449.35;Shipped;4;2004;Vintage Cars;Royal Canadian Collectables, Ltd.;Tsawassen;Canada;Lincoln;Elizabeth;Small
10250;1869.48;Shipped;5;2004;Vintage Cars;The Sharp Gifts Warehouse;San Jose;USA;Frick;Sue;Small
10262;1860.53;Cancelled;6;2004;Vintage Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10275;1724.82;Shipped;7;2004;Vintage Cars;La Rochelle Gifts;Nantes;France;Labrune;Janine;Small
10284;1713.69;Shipped;8;2004;Vintage Cars;Norway Gifts By Mail, Co.;Oslo;Norway;Klaeboe;Jan;Small
10296;1259.44;Shipped;9;2004;Vintage Cars;Bavarian Collectables Imports, Co.;Munich;Germany;Donnermeyer;Michael;Small
10308;2051.08;Shipped;10;2004;Vintage Cars;Mini Classics;White Plains;USA;Frick;Steve;Small
10316;1617.38;Shipped;11;2004;Vintage Cars;giftsbymail.co.uk;Cowes;UK;Bennett;Helen;Small
10328;1765.62;Shipped;11;2004;Vintage Cars;Rovelli Gifts;Bergamo;Italy;Rovelli;Giovanni;Small
10340;2024.8;Shipped;11;2004;Vintage Cars;Enaco Distributors;Barcelona;Spain;Saavedra;Eduardo;Small
10353;3288.4;Shipped;12;2004;Vintage Cars;Gift Ideas Corp.;Glendale;USA;Lewis;Dan;Medium
10361;2725.47;Shipped;12;2004;Vintage Cars;Souveniers And Things Co.;Chatswood;Australia;Huxley;Adrian;Small
10375;3224.2;Shipped;2;2005;Vintage Cars;La Rochelle Gifts;Nantes;France;Labrune;Janine;Medium
10388;3211.38;Shipped;3;2005;Vintage Cars;FunGiftIdeas.com;New Bedford;USA;Benitez;Violeta;Medium
10398;1796.34;Shipped;3;2005;Vintage Cars;Reims Collectables;Reims;France;Henriot;Paul;Small
10401;1979.6;On Hold;4;2005;Vintage Cars;Tekni Collectables Inc.;Newark;USA;Brown;William;Small
10416;1921.41;Shipped;5;2005;Vintage Cars;L'ordine Souveniers;Reggio Emilia;Italy;Moroni;Maurizio;Small
10104;3705.24;Shipped;1;2003;Trucks and Buses;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10115;2843.91;Shipped;4;2003;Trucks and Buses;Classic Legends Inc.;NYC;USA;Hernandez;Maria;Small
10127;6176.42;Shipped;6;2003;Trucks and Buses;Muscle Machine Inc;NYC;USA;Young;Jeff;Medium
10141;5500.44;Shipped;8;2003;Trucks and Buses;Suominen Souveniers;Espoo;Finland;Suominen;Kalle;Medium
10151;3220.1;Shipped;9;2003;Trucks and Buses;Oulu Toy Supplies, Inc.;Oulu;Finland;Koskitalo;Pirkko;Medium
10165;4556.16;Shipped;10;2003;Trucks and Buses;Dragon Souveniers, Ltd.;Singapore;Singapore;Natividad;Eric;Medium
10176;3114.89;Shipped;11;2003;Trucks and Buses;L'ordine Souveniers;Reggio Emilia;Italy;Moroni;Maurizio;Medium
10184;4948.2;Shipped;11;2003;Trucks and Buses;Iberia Gift Imports, Corp.;Sevilla;Spain;Roel;Jose Pedro;Medium
10195;5161.17;Shipped;11;2003;Trucks and Buses;Mini Classics;White Plains;USA;Frick;Steve;Medium
10207;2657.76;Shipped;12;2003;Trucks and Buses;Diecast Collectables;Boston;USA;Franco;Valarie;Small
10220;3983.05;Shipped;2;2004;Trucks and Buses;Clover Collections, Co.;Dublin;Ireland;Cassidy;Dean;Medium
10230;3974.94;Shipped;3;2004;Trucks and Buses;Blauer See Auto, Co.;Frankfurt;Germany;Keitel;Roland;Medium
10246;2928.42;Shipped;5;2004;Trucks and Buses;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10259;3054.57;Shipped;6;2004;Trucks and Buses;Handji Gifts& Co;Singapore;Singapore;Victorino;Wendy;Medium
10271;3345.26;Shipped;7;2004;Trucks and Buses;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Medium
10282;4310.72;Shipped;8;2004;Trucks and Buses;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Medium
10292;4983.14;Shipped;9;2004;Trucks and Buses;Land of Toys Inc.;NYC;USA;Yu;Kwai;Medium
10305;4618.32;Shipped;10;2004;Trucks and Buses;Marta's Replicas Co.;Cambridge;USA;Hernandez;Marta;Medium
10314;3403.12;Shipped;10;2004;Trucks and Buses;Heintze Collectables;Aaarhus;Denmark;Ibsen;Palle;Medium
10325;5190.42;Shipped;11;2004;Trucks and Buses;Baane Mini Imports;Stavern;Norway;Bergulfsen;Jonas;Medium
10336;3141.57;Shipped;11;2004;Trucks and Buses;La Corne D'abondance, Co.;Paris;France;Bertrand;Marie;Medium
10350;2213.4;Shipped;12;2004;Trucks and Buses;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10359;4896.7;Shipped;12;2004;Trucks and Buses;Reims Collectables;Reims;France;Henriot;Paul;Medium
10371;2714.4;Shipped;1;2005;Trucks and Buses;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10383;3087.05;Shipped;2;2005;Trucks and Buses;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10395;5692.96;Shipped;3;2005;Trucks and Buses;Lyon Souveniers;Paris;France;Da Cunha;Daniel;Medium
10412;3460.86;Shipped;5;2005;Trucks and Buses;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
